N,OriginalReviews,PreprocessedReviews,Restaurant,ID,total_length,weight,total_percentage,label,RestaurantType
1970,    قشطة لمن يحب الألبان ومنتجاتها انصحه بالمالكى فما أحلى وأطعم والذ الزبادى وعليها طبقة القشطة تختلف الاختلاف المعلبة وكذلك الايس كريم والرز بالبن والجميل يصلك اينما كنت       ,    قشط لم يحب الب نتج صحه الكى فما حلى أطعم ولذ زبدى وعل طبق قشط خلف خلف علب كذل ايس كرم لرز بلب جمل يصل اين كنت       ,Peking,106,27,10,0.37037037037037,Positive,غربي
1971,    معقول جربت الكشرى عنده مرتين اقتنع انا وأصدقائى انا دائمى الذهاب محلات الكشرى درجات التسوية عنده صعبة جدالدرجة يتعجن نصح بتغير شيف الكشرى لفقده الطعم      ,    معقول جرب كشرى عند مرت قنع انا وأصدقائى انا دائمى ذهب محل كشرى درج سوي عند صعب جدالدرجة تعج نصح تغر شيف كشرى فقد طعم      ,Peking,106,25,0,0,Neutral,غربي
1972,    حلويات ان يحتوى فطورك مخبوزات الجهاد فما أحلاه فطور وفى المساء تجد الأكمك التركى والصمون الخليجى العيش الفينو وايضا التورت والجاتوهات وخاصة الميلفاى والحلويات الشرقية والشامية      ,    حلو ن حوى فطر خبز جهد فما حله فطر وفى ساء تجد اكم ركى صمن خليجى عيش ينو ويض تور جته وخص ميلفاى حلي شرق شامية      ,Peking,106,26,1,0.0384615384615385,Positive,غربي
1973,    من احلى مطاعم المشويات مزاق الكباب والمشويات وخصوصا السجق البلدي والعلاوى وغيرها المشويات عادى والفراخ المشوية وانصح بطبق المحشى الجودة والسعر متناسبان وفرع الحدائق نظيف وجيد الدفع دائما نجد الفيزا معطله عيب المجمل المكان رائع      ,    من حلى طعم شوي مزاق كبب شوي خصص سجق بلد علوى وغر شوي عدى فرخ شوة نصح طبق حشى جود سعر ناسب فرع حدق نظف وجد دفع دائ نجد فيز عطل عيب جمل كان رائع      ,Peking,106,35,13,0.371428571428571,Positive,غربي
1974,    مناسب لجميع هو مناسب لجميع الافراد سواء اصدقاء عائلة الديلفرى عندهم مشكلة كبيرة دائما الردود مستوى المسئولية واحيانا يصل الطعام بارد احيان يعالجون المشاكل      ,    مناسب جمع هو نسب جمع فرد سوء صدقاء عئل ديلفرى عند شكل كبر دائ ردد ستى سئل وحي يصل طعم برد احي علج مشاكل      ,Peking,106,24,2,0.0833333333333333,Positive,غربي
1975,    عشا رومانتيك شاطئ النيل موقع متاز رومانتيكي لعشا الأصدقاء السمك طازج تختاره بنفسك مشوي ومقلي ومجموعة سلطات وصوص رائعة واصبحت عادة مرة أزور القاهرة ابونا بطرس المفاجأة العام وجود الباشمهندس ماجد سامي والباشمهندس ماجد حلمي ومجموعة عزيزة الأصدقاء وبوصي الأصدقاء الإيطالين زيارتهم القاهرة بالعشا بالفيس ماركت      ,    عش رومانتيك شطئ نيل موقع تاز رومانتيكي لعش صدقاء سمك طزج خار نفس شوي مقل جمع سلط وصص رئع صبح عدة مرة ازر قهر ابو طرس فجأ عام وجد باشمهندس اجد سمي باشمهندس اجد حلم جمع عزز صدقاء وبص صدقاء يطل زير قهر عشا فيس ماركت      ,Peking,106,46,10,0.217391304347826,Positive,غربي
1976,    سئ لغاية مطعم سيتي ستار سئ لغاية وأسماك النيل طعمها واضح وأسعار فلكية طلبنا وجبات لثلاث أشخاص طازجة بالكامل شي الوحيد  الخدمات سيرفس جيدة      ,    سئ لغي مطعم سيت ستر سئ لغي أسم نيل طعم وضح أسعار فلك طلب وجب ثلث شخص طزج كمل شي وحد  خدم رفس جيدة      ,Peking,106,24,-2,-0.0833333333333333,Negative,غربي
1977,    اكل مصري اصيل ملوخية حمام فته ضلمة ومحشي ورق عنب  جرب الاكل المصري الاصيل ده ابو السيد ومش حتندم متنساش الموزة  والحلويات الشرقية  كمان شربة السان عصفور الكوارع  اكله مش دسم مزاق مصري اصيل ومحب      ,    كل صري اصل ملوخية حمم فته ضلم محش ورق عنب  جرب اكل صري اصل ده ابو سيد ومش حتندم نساش وزة  حلي شرق  كمن شرب سان عصفور كرع  اكل مش دسم زاق صري اصل محب      ,Peking,106,35,-2,-0.0571428571428571,Negative,غربي
1978,    مطعم ابو السيد يقع مطعم ابو السيد الزمالك فرع قائمته الاكلات المصريه التقليديه بالنسبه المستوى تغير مستوى الاكل والاجواء  تقيمي اقل المتوسط      ,    مطعم ابو سيد يقع طعم ابو سيد زمل فرع قئم اكل صره قلد بالنسبه ستى تغر ستى اكل جوء  تقم اقل متوسط      ,Peking,106,22,-3,-0.136363636363636,Negative,غربي
1980,    مطعم عادى المينيو ضعيفة ومافيهاش إختيارات كتيرالشيشة تحفة والجو هادى مكن افضل كده أكله حلوهو بالنسبة لى كافيه مش مطعم      ,    مطعم عدى المينيو ضعف ومافيهاش خير كتيرالشيشة تحف لجو هدى مكن فضل كده اكل حلوهو نسب لى كفي مش مطعم      ,Peking,106,20,6,0.3,Positive,غربي
1981,    غالى قوى كنا عشاء عمل معانا أجانب جينا نقى أسماك الإختيارات محدودة القعدة حلوة الجو العام لطيف بتشوف النيل المتر جه نصحنا نزود سمكة نوع معين فوافقنا الأكل جه مطبوخ كويس السلاطات كويسة فوجئنا بالكمية كتيرة لإن السمكة الى زودها ضخمة سمكة تانية زيها الخدمة شيك متعاونين طلبنا الفاتورة لقيناها عالية  لتسع أفراد السمكة الى زادت سعرها هى اختها طبعا اغلى حاجة دفعنا فايض كتير السمكتين الكبار فاخدناهم معانا أظن أروح تانى      ,    غلى قوى ك عشء عمل معا جنب جين نقى سمك خير حدد قعد حلة لجو عام لطف تشف نيل متر جه نصح نزد سمك نوع عين ففق اكل جه طبخ كوس سلط كوس وجئ كمة كتر لإن سمك الى زود ضخم سمك اني زيه خدم شيك تعو طلب فتر لقن علي  تسع فرد سمك الى زدت سعر هى اخت طبع غلى حجة دفع فيض كتر سمك كبر فخد معا اظن ارح ى      ,Peking,106,72,1,0.0138888888888889,Positive,غربي
1982,    مكان رائع مكان متاز الموقع العيد صخب المدينة والاطعمة والمشروبات المتازة والمذاق الايطالي الرائعالجميع يعاملونك بمودة وحباخص بالشكر مستر رمزي المنياوي ومستر احمد اباظة اصحاب المكان      ,    مك رئع م تاز وقع عيد صخب دين طعم شرب تاز ذاق يطل رائعالجميع يعاملونك بمد وحباخص شكر ستر رمز نيو ستر حمد بظة صحب مكان      ,Peking,106,26,12,0.461538461538462,Positive,غربي
1983,    مكان رائع حيث المذاق الايطالي الرائع والخدمة المتازة العاملينهناك رمزي المنياوي واحمد اباظة اصحاب المكان تجدهم دائما متعاونون لاقصي درجةمكان جميل بكل المقايس      ,    مك رئع حيث ذاق يطل رئع خدم تاز عاملينهناك رمز نيو حمد بظة صحب كان تجد دائ تعو لقص درجةمك جمل بكل مقايس      ,Peking,106,23,21,0.91304347826087,Positive,غربي
1984,    مكان تاريخى اكثر يميز قهوه الفيشاوى تاريخها المكان بسيط وسط الناس والديكور وقدم المكان تشعر بانك تجلس قهوه بلدى فيلم عربى قديم   اعشق المكان      ,    مك ريخى اكثر يمز قهه شوى ارخ كان بسط وسط ناس ديكور قدم كان شعر بنك جلس قهه لدى يلم عربى قدم   عشق مكان      ,Peking,106,24,-4,-0.166666666666667,Negative,غربي
1985,    قهوة عادية  حظها مكانها جامد  الاسعار مبالغ بمنتهى البساطة  إنها قهوة بلدي عادية      ,    قهو عدي  حظ كان جمد  سعر بلغ منتهى بسط  انه قهة بلد عادية      ,Peking,106,13,-1,-0.0769230769230769,Negative,غربي
1986,    زوبا الزمالك مطعم صغير طابع خاص جميل يقدم الاكلات المصريه كشري وطعميه وشيبسي ولايفدم المشروبات الغازيه الخبز عنده بعده نكهات انصح به      ,    زب زمل مطعم صغر طبع خاص جمل قدم اكل صره كشر طعم شيبس فدم شرب غزي خبز عند بعد نكه نصح ه      ,Peking,106,22,2,0.0909090909090909,Positive,غربي
1987,    محن المكان تحفة كشكل مش يبقی طبق العسل بطحينة ب  غالي علی الفاضي وضحك علی الدقوناوفر جدآ جدآ جدآ      ,    مح لم تحف كشكل مش بقی طبق عسل بطح ب  غلي علی فضي وضح علی دقوناوفر جدآ جدآ جدآ      ,Peking,106,19,1,0.0526315789473684,Positive,غربي
1988,    دجاج تكا الطعام متاز المكان يحتاج لمسافات اكبر الطاولة والاخرى والخدمة متازة والافضل اماكن مناظر طبيعية اكثر      ,    دجاج تكا الطعام تاز كان حاج ساف كبر طال خرى خدم تاز فضل اما نظر طبع كثر      ,Peking,106,17,5,0.294117647058824,Positive,غربي
1989,    بيتزا هات الطعام المفضل بيتزا بالدجاج والاطفال بيحبوا الاكلة والخدمة رائعة اوبن بوبيه لمختلف انواع السلطات والمقبلات      ,    بيتز هات الطعام فضل يتز دجج طفل يحب اكل خدم رئع اوب بوب خلف واع سلط مقبلات      ,Peking,106,17,11,0.647058823529412,Positive,غربي
1990,    رجيم فراخ مشوية الخضار واجمل سلطة وقت الرجيم والاكل الصحى متاز      ,    رجيم فراخ شوة خضر جمل سلط وقت رجم اكل صحى از      ,Peking,106,11,6,0.545454545454545,Positive,غربي
1991,    كافيه جيد كافيه جيد يقدمه انواع القهوة والمشروبات والحلوى والسعر بالمقارنة بأي كافيه اخر معتدل العيب الفروع امكان المدخنين تؤثر اماكن المدخنين يفسد وقتك المكان انا احب المكان والعاملين ويوجد الاصناف سعرها مرتفع نسبيا      ,    كف جيد كاف جيد قدم واع قهة شرب حلى سعر قرن بأي كفي اخر عدل عيب فرع امك دخن ؤثر اما دخن فسد وقت كان انا احب كان عمل وجد صنف سعر رفع ي      ,Peking,106,34,5,0.147058823529412,Positive,غربي
1992,    كنتاكى الافضل مطاعم العالم التنوع والمذاق الذيذ واختلاف الاسعار تساعد الافراد اختيار الافضل يناسب الامكانيات ومستوى امان ونظافة عالى ومعاملة مستوى عاية العاملين      ,    كنتاكى الافضل طعم علم تنع ذاق ذيذ خلف سعر سعد فرد خير فضل نسب مكن ستى امن نظف على عمل ستى عية عاملين      ,Peking,106,23,12,0.521739130434783,Positive,غربي
1993,    مطعم محترم مطعم يتميز بالنظافة زحسن الخدمة وحسن تقديم الماكولات ويتميز المكان المؤهل لخصوصية الاسرة يتميز بنظافة المكان      ,    مطعم حرم مطعم تمز نظف زحس خدم وحس قدم اكل تمز كان ؤهل خصص اسر تمز نظف مكان      ,Peking,106,18,13,0.722222222222222,Positive,غربي
1994,    اكل شهى مطعم تكا المطاعم المفضلة والمقربة قلبى لان الاكل لذيذ والاسعار مش غالية والخدمةمتازة وتحس انك البيت مالسلاطات شهية لغاية انا بروح اخيانا مرتين الشهر      ,    كل شهى مطعم تكا طعم فضل قرب قلبى لان اكل لذذ سعر مش غلي خدمةمتازة تحس انك بيت مالسلاط شهة لغي انا برح اخا مرت شهر      ,Peking,106,26,5,0.192307692307692,Positive,غربي
1995,    متاز هذا المكان افضل الامكان قمت بزيارتها الخدمة والجو المتع وتيم العمل ومستوى الخدمة والمناظر الطبيعية والمكان متاز لاى فرد يريد الاستمتاع اصدقائه عائلته زوجته مكان محترم لغاية وايضا تكلفته مناسبه لجميع      ,    متاز هذ كان فضل امك قمت زير خدم لجو متع وتم عمل ستى خدم نظر طبع كان تاز لاى فرد يرد ماع صدقائ عئل زوج كان حرم لغي ويض كلف نسب جميع      ,Peking,106,32,11,0.34375,Positive,غربي
1996,    اتصدمت سمعت كتير رحت لقيته عادى خالص وغالى خالص خالصقعدته قالو كويسة الظاهر الى قالو آخرهم الشبراوى عشان كدهلكن بالحجز وناس آخر تناكة عشان مش عارف      ,    اتصدم سمع كتر رحت لقت عدى خلص غلى خلص خالصقعدته قلو كوس ظهر الى قلو اخر شبراوى عشن كدهل حجز ونس اخر ناك عشن مش عارف      ,Peking,106,26,0,0,Neutral,غربي
1997,    مكان خلاب مطعم رائع انة مكان رائع قلب نهر النيل العظيم تشعر كأنك تحلق السماء الطعام شهى لذيذ خدمة متازة اسعار مرتفعة المكان محب  مرح  سعادة  و استمتاع        ,    مك خلب طعم رئع ن كان رئع قلب نهر نيل عظم شعر كأن حلق سمء طعم شهى لذذ خدم تاز سعر رفع كان محب  مرح  سعد  و ماع        ,Peking,106,28,16,0.571428571428571,Positive,غربي
1998,    رائع مطعم رائع رايق جوه هادئ نوعية الاكل متازة الخدمة جيدة مطعم أدخله مصر رايق الاغاني هاديه      ,    رع مطعم رئع ريق جوه هدئ نوع اكل تاز خدم جيد طعم دخل مصر ريق اغا هاديه      ,Peking,106,17,11,0.647058823529412,Positive,غربي
1999,    سيكويا أحسن مطعم مصر الخدمه متازه ويتر أسمه سيد أحمد متاز وهادى ولبق الكلام والطعام جيدا أتأخر شويه والشيشه رائعه بجد أحلى مطعم مصر      ,    سيكو احس طعم مصر الخدمه تزه يتر اسم سيد حمد تاز هدى لبق كلم طعم جيد أخر شوه شيش رئع بجد حلى طعم صر      ,Peking,106,24,12,0.5,Positive,غربي
2000,    مدهش الجو المتاز الخدمه جيدة جدا وقائمه الماكولات مختلفه ومتعدة الاصناف والاطباق البلاد ولذيذة الخدمه فرائعة لغايه      ,    مدهش الجو تاز خدم جيد جدا وقم اكل خلف تعد صنف طبق بلد لذذ خدم فرع غايه      ,Peking,106,17,4,0.235294117647059,Positive,غربي
2001,    جميل رمضان دائما رمضان نذهب سواء كنا أصدقاء عائلة مكان يستحق الزيارة وخاصة الصيام المكان عبق التاريخ وبه موسيقى شرقى ومشروبات رائعة      ,    جميل رمض دائ رمض ذهب سوء كنا صدقاء عئل كان سحق زير وخص صيم كان عبق ارخ وبه موسيقى شرقى شرب رائعة      ,Peking,106,22,-2,-0.0909090909090909,Negative,غربي
2002,    قهوه نجيب محفوظ خان الخليلى المكان تحفه جدا الناس ودودين لابعد الحدود الاكل مش قوى الحلويات تحفه يعتبر مش رخيص لمصرين يعنى اسعار سياحيه      ,    قهو نجب حفظ خان خليلى لم تحف جدا ناس ودد بعد حدد اكل مش قوى حلي تحف عبر مش رخص مصر عنى سعر سياحيه      ,Peking,106,24,4,0.166666666666667,Positive,غربي
2003,    هو دة الجو المصرى الاصيل احلى واجمل اكل والخدمة متاز      ,    هو دة الجو صرى اصل حلى جمل اكل خدم از      ,Peking,106,10,7,0.7,Positive,غربي
2004,    جميل هذا اجمل الاماكن مصر الاكل نظيف وكل شيئ يرام اى مشاكل واود ارجع ثانيا لجماله الخلاب      ,    جميل هذ جمل اما مصر اكل نظف وكل شيئ يرم اى شكل وود رجع ثان جمل خلاب      ,Peking,106,17,18,1.05882352941176,Positive,غربي
2005,    كشري ابو طارق يقع وسط البلد يتكون عده ادوار اذ اردت تاكل الكشري اصوله ابو طارق تاكل التخمه وقت اذهب القاهره اذهب ابو طارق انصح به      ,    كشر ابو طرق يقع وسط بلد يتك عده دور اذ ارد تكل كشر اصل ابو طرق تكل تخم وقت ذهب قهر ذهب ابو طرق نصح ه      ,Peking,106,26,0,0,Neutral,غربي
2006,    أكلتي المفضله اكلتي المفضله الكشري جربت مطاعم كتير وكمان بعمله كويس البيت طبعا كشري المطاعم طعم تاني سمعت كتير كشري ابو طارق مكنتش جربته ولما زرت المكان فعلا استمتعت بطعم الكشري الرائع وجو المكان وكمان النظافه والخدمه المتازه المكان فعلا ميز      ,    أكل فضل كل فضل كشر جرب طعم كتر وكم عمل كوس بيت طبع كشر طعم طعم تني سمع كتر كشر ابو طرق كنتش جرب ولم زرت كان فعل متع طعم كشر رئع وجو كان وكم نظف خدم تزه كان فعل يز      ,Peking,106,41,26,0.634146341463415,Positive,غربي
2007,    ما انبسطتش الكشرى معقول مش هايل يعنىو غالى فكرةشىء سخيف إنا طلبنا أخد الفلوس مقدما يجيب الطلباتهو عنده إقبال فالعاملين مش حاسين الزبون محتاج معاملة متميزة فالمعاملة فاترةالخلاصة مكن أروح تانى انا قريب مش هاروح مخصوص      ,    ما طتش الكشرى عقل مش هيل عنىو غلى فكرةشىء سخف انا طلب اخد فلس مقد يجب طلباتهو عند قبل عمل مش حاس زبن حتج عمل تمز فالمعاملة فاترةالخلاصة مكن ارح تنى انا قرب مش هرح مخصوص      ,Peking,106,36,5,0.138888888888889,Positive,غربي
2008,    المطعم متاز الطعام رائعطريقة التقديم متازةالخدمة متازةالقمة متازة والطعام يستحقطريقة الضيافة رائعةالمكان منسق بطريقة جميلة      ,    المطعم تاز الطعام رائعطريقة قدم متازةالخدمة متازةالقمة تاز طعم يستحقطريقة ضيف رائعةالمك نسق طرق جميلة      ,Peking,106,15,-2,-0.133333333333333,Negative,غربي
2009,    احلي طبق كشري مصر المذاق والنكهات الي الكشري بتجن  اسوء نقطة الحساب الاكل ولكنها مؤثرة طبق كشري متاز وعالي الجودة      ,    حل طبق كشر مصر المذاق نكه الي كشر بتج  اسء نقط حسب اكل ولك ؤثر طبق كشر تاز وعل جودة      ,Peking,106,20,-4,-0.2,Negative,غربي
2010,    متوسط شيىء كان عملى وسط البلد وزرت المطعم اصدقائىء وجدته متوسط الاداء المحل يصل مابه  ادوار مكان عادى وذهبت التجديد الضخم يجذنى مرة وبعض المحلات الصغيرة افضل بكثير منه      ,    متوسط شيىء ك عملى وسط بلد وزر طعم اصدقائىء وجد توسط ادء محل يصل ابه  دور كان عدى ذهب جدد ضخم جذنى مرة بعض محل صغر فضل كثر ه      ,Peking,106,29,3,0.103448275862069,Positive,غربي
2011,    بالنسبة متوسط وبالنسبة لزوجي رائع هو طبعاً أشهر مطاعم الكشري القاهرة طابع ميز يقدم اليمون الكشري شيء ميز باقي المطاعم يحبه زوجي ولكني أفضل اليمون الكشري لذا أجده شيء رائع، الطعم جيد بأس بالنسبة أفضل   بالنسبة لمكان مكان جيد والخدمة جيدة      ,    بالنسبة توسط وبالنسبة لزج رئع هو طبع شهر طعم كشر قهر طبع ميز قدم يمن كشر شيء ميز بقي طعم يحب زوج ولك فضل يمن كشر لذا اجد شيء رائع، طعم جيد بأس نسب فضل   نسب لمك كان جيد خدم جيدة      ,Peking,106,41,24,0.585365853658537,Positive,غربي
2012,    مش اوي سبق زرته مطعم عادي جداً لايوجد نكهة ميزه وسعره غالي أكر الزيارة مره آخراً بنسبه المطعم الهندي الي اعرفه بمصر      ,    مش اوي سبق زرت طعم عدي جدا وجد نكه يزه سعر غلي اكر زير مره اخر نسب طعم هند الي عرف صر      ,Peking,106,22,0,0,Neutral,غربي
2013,    مطعم رائع كل حاجة هيلة السرفز كويس الاسقبال كويس والأكل هايل وفعلن تحس انت مكان الهند زم اعرف صحابي المكان دة      ,    مطعم رئع كل حجة هيل رفز كوس قبل كوس اكل هيل فعل تحس انت كان هند زم عرف صحب كان دة      ,Peking,106,21,7,0.333333333333333,Positive,غربي
2014,    مطعم رائع الطعام رائع جدآ وخصوصا التندورى والأرز البريانى وكذلك الإستقبال رائع والمعامله المتازه ورائحة الطعام الهندى جعلتنى أريد اذهب المكانأشكركم كثيرآ الطعام المتاز والخدمه الرائعه      ,    مطعم رئع الطعام رئع جدآ خصص دورى ارز رينى كذل قبل رئع عمل تزه ورح طعم هندى جعلتنى ارد ذهب مكانأشكر كثيرآ طعم تاز خدم رائعه      ,Peking,106,26,21,0.807692307692308,Positive,غربي
2015,    مطعم رائع المطعم متميز باكلاته وتقديمه والاشخاص والطعام الساخن والشهي يجبرك الاكل بكل انفتاح لشهيه ارقى المطاعم زرتها اسعاره غاليه      ,    مطعم رئع المطعم تمز بكل قدم شخص طعم سخن شهي جبر اكل بكل فتح لشه رقى طعم زرت سعر غاليه      ,Peking,106,20,6,0.3,Positive,غربي
2016,    الكشري الشهير مصر هذا المطعم الشهير المختص بطبق الكشري اشهر مطاعم مصر الوجبة زاره العديد المشاهير والسياسين زرته وجدت طلبا كبيرا  أجده أعود مرة ثانية لأني اجد يجذبني مرة أخرى      ,    الكشر شهر مصر هذ طعم شهر ختص طبق كشر شهر طعم مصر وجب زره عدد مشاهير سيس زرت وجد طلب كبر  اجد اعد مرة ثني لأن اجد جذب مرة اخرى      ,Peking,106,30,3,0.1,Positive,غربي
2017,    عايز تأكل أكلة شعبية مصرية جميلة عايز تأكل أكلة شعبية مصرية جميلة روح ابوطارق وسط البلد كشري عبارة ارز مكرونة حمص تقلية ثومية معلومة بطريقة جميلة بالصلصة الشطة بعدين تحلي تجد اطياف المجتمع      ,    عيز أكل اكل شعب صرة جمل عايز أكل اكل شعب صرة جمل روح طرق وسط بلد كشر عبر ارز كرن حمص قلي ثوم علم طرق جمل صلص شطة بعد تحل تجد طيف مجتمع      ,Peking,106,33,17,0.515151515151515,Positive,غربي
2018,    جيد يستحق الزيارة جيد قم بوصف وجبتك لحصول الاضافات تضاف الحساب      ,    جد يستحق زير جيد قم وصف وجب حصل اضف تضف حساب      ,Peking,106,11,3,0.272727272727273,Positive,غربي
2019,    نكهة هندية ميزة نكهة هندية ميزة القاهرةالأكل جيد ومصنوع بتميزالإستقبال والترحيب متازمشروب ترحيب مجانىخبز هندى مجانىبطاطس محمرة مجانا لأطفالفاكهة مجانيةالشيف يمر شخصيا ويسأل ملاحظاتكالبهارات الهندية رائعة المكن ضبط حرارتها ذوقك وتقبلك لبهارات الحارةخبز النان رائعميز جداأنصح به      ,    نك هند يزة ن هند يزة قاهرةالأكل جيد صنع بتميزالإستقبال رحب متازمشروب رحب مجانىخبز هندى مجانىبطاطس حمر مجا لأطفالفاكهة مجانيةالشيف يمر شخص سأل ملاحظاتكالبهار هند رئع مكن ضبط حرر ذوق قبل بهر حارةخبز نان رائعميز جداأنصح ه      ,Peking,106,37,11,0.297297297297297,Positive,غربي
2020,         المكان جملا يتوقع الشخص ناحية الأكل الاكل طعامة أتوقع المقبلات المشويات فهي بطعم خاص جداً احب أوصي الأصدقاء بالقدوم لاستمتاع  اشكر الأخ صبري الأخ محمد حسن الضيافة حلاوة القاء الاستمتاع بالحديث معهم      ,         لم جمل وقع شخص نحي اكل اكل طعم وقع قبل شوي فهي طعم خاص جدا احب اوص صدقاء قدم لاستمتاع  شكر لأخ صبر لأخ حمد حسن ضيف حلو قاء ماع حدث معهم      ,Peking,106,32,10,0.3125,Positive,غربي
2021,    المطعم متاز النواحى المطعم متاز ناحية الاكلات وناحية الخدمة فالخدمة متاز وطاقم العمل غاية الذوق معنا وجعلوني اشعر كاني بيتي وقام الاستاذ وليد عمر بمساعدتنا وقام بعرض كروت الخصم علينا اعجبتنا وعشان كده انا حابعت اقاربى واصدقائى لزيارة      ,    المطعم تاز نحى المطعم تاز نحي اكل ونح خدم خدم تاز طقم عمل غية ذوق عنا جعلو شعر كني بيت وقم ساذ ولد عمر سعد وقم عرض كرت خصم علي عجب وعش كده انا حبع قاربى واصدقائى لزيارة      ,Peking,106,38,1,0.0263157894736842,Positive,غربي
2022,    اجمل عيد ميلاد حياتى اجمل عيد ميلاد قضيتة مطعم الفيروز وتم الاحتفال جهة موظفى المطعم راسهم مدير المطعم الاستاذ رامى رضا واحتلفوا معى وقضيت عيد ميلا اجمل اعياد ميلادى انا واسرتى الخدمة المتازة والابتسامة الظريفة والبروجرام الجيد الاكل المتميز والديكور الجيد البنانى والمعاملة المتازة منقبل العاملين بالمطعم ولهم جزيل الشكر واخص بلشكر مدير المطعم الاستاذ رامى رضا      ,    اجمل عيد يلد حيتى اجمل عيد يلد قضت طعم يرز وتم حفل جهة وظفى طعم راس دير طعم ساذ رمى رضا حلف معى وقض عيد يلا جمل عيد ميلادى انا رتى خدم تاز بسم ظرف روجرام جيد اكل تمز ديكور جيد ننى عمل تاز قبل عمل طعم لهم جزل شكر وخص شكر دير طعم ساذ رمى رض      ,Peking,106,57,24,0.421052631578947,Positive,غربي
2023,    الطعام الشهي، وخدمة جيدة هذا المطعم الطابق الأول فندق  سميراميس  بجوار ميدان التحرير الثورى الشهير، يقدم طعام جيد جداً، فريق عمل كفء لائق  غالى قليلاً يستحق ذلك      ,    الطعام شه، خدم جيد هذ طعم طبق اول ندق  سميراميس  جور ميد حرر ثورى شهير، قدم طعم جيد جد، فرق عمل كفء لئق  غلى قلل سحق ذلك      ,Peking,106,27,5,0.185185185185185,Positive,غربي
2024,    حقا افخم المطاعم مصر لقد زرت المطعم ارى مثله الخدمات القدمة يتمتع بنخبه الاصطاف الموجود بة وانهم متميزون بخبرة وابتسامة وجوهم مستمرة واحب اتوجة بالشكر الاستاذ رامى رضا مدير المطعم المتميز هادى ابتسامة دائمة وعندة قدرة حل المواقف ويسعدنى ارى ماكولات الطعامة والموسيقى الجميلة والشبقة      ,    حق فخم طعم مصر لقد زرت طعم ارى ثله خدم قدم متع نخب صطف وجد بة وان تمز خبر وابتسامة وجو مرة وحب توج شكر ساذ رمى رضا دير طعم تمز هدى بسم دئم عند قدر حل وقف عدنى ارى اكل طعم موسيقى جمل شبقة      ,Peking,106,45,18,0.4,Positive,غربي
2025,    مطعم تميزفيروز حقا افخم المطاعم مصر ناحية السرفيس احسن استمتعت بة فيوجد نخبة احسن الموظفين دراية بكل المعلومات فاما استمتعت بالطعام والموسيقى الراقية والجو المرح والا صطاف المبتسم دائما والمشويات الذيذة والمشروبات الجميلة والتراس الرائع الشيشة المتميزة والجو الجميل قضاناه دهخل المطعم      ,    مطعم تميزفيروز حق فخم طعم مصر نحي رفس احس متع بة وجد نخب احس وظف دري بكل علم فما متع طعم موسيقى رقي لجو مرح ولا صطف بسم دائ شوي ذيذ شرب جمل ترس رئع شيش تمز لجو جمل قضن دهخل مطعم      ,Peking,106,42,35,0.833333333333333,Positive,غربي
2026,    خدمة المتازة واكل شهى مطعم لبنانى جيد لخدمتة الجيدة واطباقة الجيدة ودة كمان المشويات الرائعة بصراحة انجح فريق عمل حسن الضيافة تحس انك بيتك      ,    خدم تاز وكل شهى مطعم ننى جيد خدم جيد طبق جيد ودة كمن شوي رئع صرح نجح فرق عمل حسن ضيف تحس انك ك      ,Peking,106,24,17,0.708333333333333,Positive,غربي
2027,    تجربة جديدة القاهرة زرت المكان والدي الحبيبي يومينالمكان جميل وهادئ المقبلات والتوم جيدة الاطباق الرئيسية طلبناها يطغى طعم الكريمةبصفة المكان جيد ولن تندم زرته ولكنه غالي نسبيا      ,    تجرب جدد قهر زر كان ولد حبب يومينالمك جمل هدئ قبل توم جيد طبق رئس طلب طغى طعم كريمةبصفة كان جيد ولن ندم زرت ولك غلي ي      ,Peking,106,27,15,0.555555555555556,Positive,غربي
2028,    فيروز مطعم رائع بكل لكلمة معنى اشكر ساهم وجوده اشكر ادارة الأنتركونتينتال مطعم الفيروز قدم اشهى الأطباق البنانية بالأضافة لخدمة المتازة      ,    فيروز طعم رئع بكل كلم عنى شكر سهم وجد اشكر درة انتركونتينتال طعم يرز قدم شهى طبق بنن ضفة خدم متازة      ,Peking,106,21,11,0.523809523809524,Positive,غربي
2029,    جميع موظفون المطعم يمتازون بالاخلاق العالية وحسن الضيافة جميع موظفون المطعم يمتازون بالاخلاق العالية وحسن الضيافة نخص بالشكر السيبد هانى فؤاد تامر فايق وعادل وليد محمد وايمن وصبرى      ,    جميع وظف طعم ماز خلق علي وحس ضيف جميع وظف طعم ماز خلق علي وحس ضيف نخص شكر يبد هنى فؤد تمر فيق عدل ولد حمد ويم صبرى      ,Peking,106,28,9,0.321428571428571,Positive,غربي
2030,    أحلى دجاج سمان مصر مكان روعة الزمن الجميل أكله زي  أندريا فعلا بنروحوا دائماً بتبسط  الأكل  الدجاج السمان الكبدة المقبلات العيش الفرن  كله روعة الطعم      ,    أحلى دجج سمن مصر م روع زمن جمل اكل زي  ندر فعل نرح دائ بسط  اكل  دجج سمن كبد قبل عيش فرن  كله روع طعم      ,Peking,106,25,8,0.32,Positive,غربي
